numero,nif,nome,tipo_entidade,deporte,web_modalidades,nome_especialidade,enderezo,direcion,codigo_postal,codigo_provincia,provincia,wikidata_provincias,codigo_concello,concello,wikidata_concellos,telefono1,telefono2,web,data_alta
C-11811,,RUNNING CARBALLIÑO,CLUB DEPORTIVO,mountaineering,http://www.wikidata.org/entity/Q36908,"TRÍATLON, BICICLETA MONTAÑA (BTT)",CARIDAD 46-6º,CARIDAD,,32,Ourense,http://www.wikidata.org/entity/Q95038,32019,O Carballiño,http://www.wikidata.org/entity/Q1607558,639625572,639625572,,2014-01-14
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-11810,,CLUB PADEL VILAGARCIA,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,,AVD. RIVEIRO DE AGUIAL S/N,AVD. RIVEIRO DE AGUIAL,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36060,Vilagarcía de Arousa,http://www.wikidata.org/entity/Q1442637,986199599,986530861,,2014-01-14
C-11812,G27453562,CLUB FUSION COMBAT SYSTEM,CLUB DEPORTIVO,boxing,http://www.wikidata.org/entity/Q32112,,"RÚA NOVA, 14",RÚA NOVA,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27051,Ribadeo,http://www.wikidata.org/entity/Q824076,639721899,,,2014-01-14
C-09062,G27348804,ASOCIACION DE PESCADORES SAN TOMÉ DE TABOADA,CLUB DEPORTIVO,PESCA E CASTING,,,AVENIDA  DE LUGO 59,AVENIDA  DE LUGO,27550,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27060,Taboada,http://www.wikidata.org/entity/Q578118,982465147,982182398,,2006-10-10
C-11809,,ESCOLA GALEGA DE SUP (STAND UP PADDLE),CLUB DEPORTIVO,surfing,http://www.wikidata.org/entity/Q159992,,"CARRTERA DE BAIONA, 12 -3º B",CARRTERA DE BAIONA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36055,Tui,http://www.wikidata.org/entity/Q824122,616986705,,,2014-01-13
C-11800,,CLUB TRACION LUGO,CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,,"RÚA FONTELO, 3",RÚA FONTELO,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27028,Lugo,http://www.wikidata.org/entity/Q11125,679981297,982218423,,2014-01-07
C-11799,G36588309,CLUB WU DANG,CLUB DEPORTIVO,taekwondo,http://www.wikidata.org/entity/Q36389,,"INSUAS, 15",INSUAS,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27015,Cospeito,http://www.wikidata.org/entity/Q1445401,679878786,,,2014-01-07
,,,,LOITA E D.A.,,,,,,,,,,,,,,,
,,,,KUNG-FU,,,,,,,,,,,,,,,
,,,,karate,http://www.wikidata.org/entity/Q11419,,,,,,,,,,,,,,
,,,,JUDO E D.A.,,,,,,,,,,,,,,,
,,,,boxing,http://www.wikidata.org/entity/Q32112,,,,,,,,,,,,,,
C-11798,G27453042,CLUB HIPICO LA CRUZ,CLUB DEPORTIVO,equestrian sport,http://www.wikidata.org/entity/Q902378,,LUGAR  LA CRUZ 2,LUGAR  LA CRUZ,27555,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27060,Taboada,http://www.wikidata.org/entity/Q578118,620216237,,,2014-01-07
C-10988,G70298302,ASOCIACIÓN ARES-ARCO,CLUB DEPORTIVO,DEPORTE XERAL,,,TUCHO VILASANCHEZ Nº23,TUCHO VILASANCHEZ,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15004,Ares,http://www.wikidata.org/entity/Q17416,695926287,695926287,,2011-10-17
C-11796,G94094208,CLUB DE TENIS POIO,CLUB DEPORTIVO,tennis,http://www.wikidata.org/entity/Q847,,"RÚA AUGUSTO GARCÍA SÁNCHEZ, 23-5º DCHA.",RÚA AUGUSTO GARCÍA SÁNCHEZ,36001,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36038,Pontevedra,http://www.wikidata.org/entity/Q12411,669707351,,,2013-12-20
C-11792,,GALICIA SUP,CLUB DEPORTIVO,surfing,http://www.wikidata.org/entity/Q159992,,"CARRETERA DE BAIONA, 12 - 3º B",CARRETERA DE BAIONA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36055,Tui,http://www.wikidata.org/entity/Q824122,606367629,,,2013-12-16
C-11790,,IPADEL SPORTS,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,,"CALLE 13, Nº38",CALLE,,32,Ourense,http://www.wikidata.org/entity/Q95038,32075,San Cibrao das Viñas,http://www.wikidata.org/entity/Q973465,988384868,988384868,,2013-12-12
C-11788,,MOTO CLUB CIDADE DE TUI,CLUB DEPORTIVO,canoeing and kayaking,http://www.wikidata.org/entity/Q213934,,"RÚA ESTRADA, 51",RÚA ESTRADA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36055,Tui,http://www.wikidata.org/entity/Q824122,607752223,,,2013-12-10
,,,,MOTOCICLISMO,,,,,,,,,,,,,,,
C-11368,G27447499,CLUB TENIS DE MESA NAUTICO DE VIVEIRO,CLUB DEPORTIVO,table tennis,http://www.wikidata.org/entity/Q3930,,"RÚA RAMÓN CANOSA, S/N",RÚA RAMÓN CANOSA,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27066,Viveiro,http://www.wikidata.org/entity/Q641221,625233023,,,2012-10-01
C-06759,,S.D.DE CAZADORES DE MEAÑO,CLUB DEPORTIVO,CAZA,,,"SEIXIÑOS, 62 - BAIXO (DENA)",SEIXIÑOS,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36027,Meaño,http://www.wikidata.org/entity/Q1607447,639992821,,,2000-10-06
C-11786,,VESDESPACIO MIÑOR SCOOTER CLUB,CLUB DEPORTIVO,MOTOCICLISMO,,,"RÚA MANUEL LEMOS, 88",RÚA MANUEL LEMOS,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36035,Nigrán,http://www.wikidata.org/entity/Q1617562,986354884,986354884,,2013-12-05
C-11785,,MOTO CLUB LANTAÑO,CLUB DEPORTIVO,MOTOCICLISMO,,MOTO CROSS,"LUGAR CASAL, 20 (CAMPO DO MONDOIRO)",LUGAR CASAL,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36040,Portas,http://www.wikidata.org/entity/Q1631280,687622928,,,2013-11-29
C-11783,,CLUB DEPORTIVO GALOPÍNS,CLUB DEPORTIVO,surfing,http://www.wikidata.org/entity/Q159992,,"RÚA JOSÉ MALVAR FIGUEROA, 14 - 3º F",RÚA JOSÉ MALVAR FIGUEROA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36038,Pontevedra,http://www.wikidata.org/entity/Q12411,646719550,,,2013-11-27
,,,,HOCKEY,,,,,,,,,,,,,,,
,,,,gymnastics,http://www.wikidata.org/entity/Q43450,,,,,,,,,,,,,,
,,,,VOLEIBOL,http://www.wikidata.org/entity/Q1734,,,,,,,,,,,,,,
,,,,sailing,http://www.wikidata.org/entity/Q14085739,,,,,,,,,,,,,,
,,,,archery,http://www.wikidata.org/entity/Q108429,,,,,,,,,,,,,,
,,,,competitive swimming,http://www.wikidata.org/entity/Q31920,,,,,,,,,,,,,,
,,,,JUDO E D.A.,,,,,,,,,,,,,,,
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
,,,,handball,http://www.wikidata.org/entity/Q8418,,,,,,,,,,,,,,
,,,,basketball,http://www.wikidata.org/entity/Q5372,,,,,,,,,,,,,,
,,,,badminton,http://www.wikidata.org/entity/Q7291,,,,,,,,,,,,,,
C-11782,,CLUB EQUILIBRIUM,CLUB DEPORTIVO,competitive swimming,http://www.wikidata.org/entity/Q31920,,"FARELLAS - FEÁNS, Nº 2, 1º",FARELLAS - FEÁNS,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,607293524,607293524,,2013-11-27
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
,,,,handball,http://www.wikidata.org/entity/Q8418,,,,,,,,,,,,,,
,,,,basketball,http://www.wikidata.org/entity/Q5372,,,,,,,,,,,,,,
C-11781,,CLUB CORREDOR POPULAR,CLUB DEPORTIVO,athletics,http://www.wikidata.org/entity/Q542,,"PL. IGLESIAS CORRAL, 4-7J",PL. IGLESIAS CORRAL,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,670989450,670989450,,2013-11-26
C-11774,,LOBOS DEL NORTE,CLUB DEPORTIVO,mountaineering,http://www.wikidata.org/entity/Q36908,,"HOSPITAL, 18B",HOSPITAL,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36054,Tomiño,http://www.wikidata.org/entity/Q1628263,626292551,,,2013-11-22
C-10792,,GOST PONTEVEDRA,CLUB DEPORTIVO,orienteering,http://www.wikidata.org/entity/Q29358,SENDEIRISMO / ANDAINAS,"PADRE FERNANDO OLMEDO, 10 - 3º D",PADRE FERNANDO OLMEDO,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36038,Pontevedra,http://www.wikidata.org/entity/Q12411,663159592,,,2011-04-04
,,,,mountaineering,http://www.wikidata.org/entity/Q36908,,,,,,,,,,,,,,
C-11771,,A.D.S. SAUDEPORTE (AGRUPACIÓN DEPORTIVA SOCIAL SAUDEPORTE),CLUB DEPORTIVO,gymnastics,http://www.wikidata.org/entity/Q43450,ACTIVIDADES FISICO-DEPORTIVAS,"RÚA CALVO SOTELO, 119 - 1º M",RÚA CALVO SOTELO,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36026,Marín,http://www.wikidata.org/entity/Q634078,606257171,,,2013-11-19
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
C-11767,,KAMIKAZES CLUB DEPORTIVO,CLUB DEPORTIVO,CICLISMO,,"BIKE TRIAL, BICICLETA MONTAÑA (BTT), BICATHLON","CL. ESTRADA, 17 - 5º F",CL. ESTRADA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36026,Marín,http://www.wikidata.org/entity/Q634078,698141250,,,2013-11-19
C-11769,,CLUB DEPORTIVO EL TRASTERO,CLUB DEPORTIVO,CICLISMO,,,"R/ RAMÓN MÉNDEZ PIDAL, Nº 3",R/ RAMÓN MÉNDEZ PIDAL,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,636134364,,,2013-11-19
C-11768,,CLUB WATERPOLO VIGO,CLUB DEPORTIVO,competitive swimming,http://www.wikidata.org/entity/Q31920,WATERPOLO,"RÚA MARTÍN ECHEGARAY, 11 - 8º B",RÚA MARTÍN ECHEGARAY,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36057,Vigo,http://www.wikidata.org/entity/Q8745,691230607,691230607,,2013-11-19
C-11764,,MUAY THAI FERROL,CLUB DEPORTIVO,boxing,http://www.wikidata.org/entity/Q32112,"MUAI THAI, KICKBOXING","R/ ALCALDE USERO, Nº 15, BAIXO",R/ ALCALDE USERO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15036,Ferrol,http://www.wikidata.org/entity/Q485329,,,,2013-11-14
C-11762,,TEAM CASADEVALL,CLUB DEPORTIVO,equestrian sport,http://www.wikidata.org/entity/Q902378,,FINCA CASADEVALL (PRADO),FINCA CASADEVALL (PRADO),,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36042,Ponteareas,http://www.wikidata.org/entity/Q617119,670888384,,,2013-11-13
C-05858,G15653710,C. ARTES MARCIALES FENE,CLUB DEPORTIVO,karate,http://www.wikidata.org/entity/Q11419,,RUA CONCES 20-22,RUA CONCES,15500,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15035,Fene,http://www.wikidata.org/entity/Q1374025,653056956,617784336,,1998-06-30
,,,,JUDO E D.A.,,,,,,,,,,,,,,,
C-11757,,ESCUELA DE KICKBOXING ADRIÁN Y DISCIPLINAS ASOCIADAS,CLUB DEPORTIVO,taekwondo,http://www.wikidata.org/entity/Q36389,"DEFENSA PERSONAL, KICKBOXING",RÚA OUTEIROS Nº7,RÚA OUTEIROS,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15054,Narón,http://www.wikidata.org/entity/Q1368896,634789816,634789816,,2013-11-06
,,,,LOITA E D.A.,,,,,,,,,,,,,,,
,,,,karate,http://www.wikidata.org/entity/Q11419,,,,,,,,,,,,,,
,,,,boxing,http://www.wikidata.org/entity/Q32112,,,,,,,,,,,,,,
C-11756,,CLUB XIMNASIA RÍTMICA ABRENTE,CLUB DEPORTIVO,gymnastics,http://www.wikidata.org/entity/Q43450,"XIMNASIA ARTÍSTICA, XIMNASIA RÍTMICA",RÚA O POMBAL S/N  (ADIGNA),RÚA O POMBAL,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36051,Sanxenxo,http://www.wikidata.org/entity/Q840355,986723494,,,2013-11-05
,,,,chess,http://www.wikidata.org/entity/Q718,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-11755,,X BIKES,CLUB DEPORTIVO,CICLISMO,,,"RÚA EJERCITO Y MARINA, 1-BAJO",RÚA EJERCITO Y MARINA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36026,Marín,http://www.wikidata.org/entity/Q634078,986880637,986881288,,2013-11-04
C-11754,,VETERANOS CHAPELA,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"RÚA PARDAVILA, 49-1º",RÚA PARDAVILA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36057,Vigo,http://www.wikidata.org/entity/Q8745,661600061,,,2013-11-04
C-11232,G27433960,PEÑA ESPAÑOLISTA DO VAL DE LEMOS E COMARCA DE SARRIA,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"PRAZA DE GALICIA, S/N BLOQUE A , 1º IZDA.",PRAZA DE GALICIA,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27057,Sarria,http://www.wikidata.org/entity/Q174833,619973505,619973505,,2012-05-15
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
C-11763,,CLUB DEPORTIVO MUCHO PADEL,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,,"CAMINO DE LA DEVESA, 4",CAMINO DE LA DEVESA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36003,Baiona,http://www.wikidata.org/entity/Q748867,686737277,,,2013-11-13
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
C-10350,,BREMIS F.S.,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"ROCHA, 42",ROCHA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36042,Ponteareas,http://www.wikidata.org/entity/Q617119,678768149,,,2010-01-25
C-11776,,CLUB DE PÁDEL BARREIRO,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,,RUA Urania Mella Serrano  s/n 3null,RUA Urania Mella Serrano  s/,36205,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36057,Vigo,http://www.wikidata.org/entity/Q8745,630835368,,,2013-11-22
C-11746,,CLUB DEPORTIVO O CANEIRO,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"PRAZA DO CONDE DE FENOSA, S/N",PRAZA DO CONDE DE FENOSA,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27049,Portomarín,http://www.wikidata.org/entity/Q849319,681155112,,,2013-10-24
C-11741,,CARPINTERÍA PEYAU,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"RÚA GUERRERA, 11-1ºA",RÚA GUERRERA,,32,Ourense,http://www.wikidata.org/entity/Q95038,32008,Barbadás,http://www.wikidata.org/entity/Q1627578,658675080,658675080,,2013-10-23
C-11738,,CLUB DEPORTIVO JIMBARAN,CLUB DEPORTIVO,TRÍATLON E PENTATLÓN MODERNO,,,"RONDA DA MURALLA, 59",RONDA DA MURALLA,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27028,Lugo,http://www.wikidata.org/entity/Q11125,982221264,,,2013-10-18
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-11730,G32444689,OS CHAOS C.F.,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"PARADA DE AMOEIRO, 91",PARADA DE AMOEIRO,,32,Ourense,http://www.wikidata.org/entity/Q95038,32002,Amoeiro,http://www.wikidata.org/entity/Q1627616,,689548664,,2013-10-14
C-11731,,ASOCIACION DEPORTIVA BOMBEIROS A MARIÑA,CLUB DEPORTIVO,competitive swimming,http://www.wikidata.org/entity/Q31920,,"ESCOLA UNITARIA DE VILARONTE, S/N",ESCOLA UNITARIA DE VILARONTE,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27019,Foz,http://www.wikidata.org/entity/Q917878,605813374,,,2013-10-14
,,,,mountaineering,http://www.wikidata.org/entity/Q36908,,,,,,,,,,,,,,
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
,,,,CICLISMO,http://www.wikidata.org/entity/Q2215841,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-11729,G27450824,CLUB ATLETISMO FRIOL,CLUB DEPORTIVO,HOCKEY,,,"PRAZA DE ESPAÑA, S/N",PRAZA DE ESPAÑA,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27020,Friol,http://www.wikidata.org/entity/Q576916,982375081,,,2013-10-14
,,,,skating,http://www.wikidata.org/entity/Q14300548,,,,,,,,,,,,,,
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
,,,,handball,http://www.wikidata.org/entity/Q8418,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-11728,,ESCOLA DE FUTBOL BASE NEW TEAM OURENSE,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"REMEDIOS, 64-1ºC",REMEDIOS,,32,Ourense,http://www.wikidata.org/entity/Q95038,32054,Ourense,http://www.wikidata.org/entity/Q99151,677255383,677255383,,2013-10-14
C-11725,G70390299,O REFUXIO DEPORTIVO,CLUB DEPORTIVO,surfing,http://www.wikidata.org/entity/Q159992,,"R/ CELSO EMILIO FERREIRO, Nº 20",R/ CELSO EMILIO FERREIRO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15060,Oroso,http://www.wikidata.org/entity/Q924131,639275755,,,2013-10-10
,,,,canoeing and kayaking,http://www.wikidata.org/entity/Q213934,,,,,,,,,,,,,,
,,,,skating,http://www.wikidata.org/entity/Q14300548,,,,,,,,,,,,,,
,,,,mountaineering,http://www.wikidata.org/entity/Q36908,,,,,,,,,,,,,,
,,,,equestrian sport,http://www.wikidata.org/entity/Q902378,,,,,,,,,,,,,,
,,,,caving,http://www.wikidata.org/entity/Q200341,,,,,,,,,,,,,,
C-01461,G15866528,C. D. KWON-BETANZOS,CLUB DEPORTIVO,taekwondo,http://www.wikidata.org/entity/Q36389,,"RUA R/ PINTOR SEIJO RUBIO, 1 BAJO",RUA R/ PINTOR SEIJO RUBIO,15300,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15009,Betanzos,http://www.wikidata.org/entity/Q671341,600311288,,,1988-02-29
C-11721,,ESCUDERIA CULLEREDO MOTOR SPORT,CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,,"R/ DO CONCELLO, 11 BAJO",R/ DO CONCELLO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15031,Culleredo,http://www.wikidata.org/entity/Q1113450,690683204,,,2013-10-09
C-11719,,OS CENTOLIÑOS,CLUB DEPORTIVO,skating,http://www.wikidata.org/entity/Q14300548,"TENIS MESA, XIMNASIA RÍTMICA, SENDEIRISMO / ANDAINAS, FUTBOL SIETE, BALONCESTO","AVDA. FERNANDO BLANCO, 33-2º",AVDA. FERNANDO BLANCO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15023,Cee,http://www.wikidata.org/entity/Q988707,647714237,,,2013-10-08
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-11717,,CLUB VINOTECA CONFORT F.S.,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"R/ CAPITÁN JUAN VARELA, Nº 25",R/ CAPITÁN JUAN VARELA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,639839274,,,2013-10-04
C-11716,G70389598,ASOCIACIÓN DEPORTIVA BASQUET AMES,CLUB DEPORTIVO,basketball,http://www.wikidata.org/entity/Q5372,,"ROSALIA DE CASTRO, Nº 69-5ºD",ROSALIA DE CASTRO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15002,Ames,http://www.wikidata.org/entity/Q1353997,699463922,,,2013-10-04
C-00143,G27239227,SOCIEDADE DEPORTIVA DE CAZADORES A TRAPA,CLUB DEPORTIVO,CAZA,,,"RÚA OUTEIRO, 1",RÚA OUTEIRO,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27042,Paradela,http://www.wikidata.org/entity/Q431456,679468881,982541103,,1983-12-29
C-11710,,CLUB WATERPOLO UMIA,CLUB DEPORTIVO,competitive swimming,http://www.wikidata.org/entity/Q31920,WATERPOLO,CARRETERA DA ESTRADA (PISCINA MUNICIPAL) S/N,CARRETERA DA ESTRADA (PISCINA MUNICIPAL),,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36005,Caldas de Reis,http://www.wikidata.org/entity/Q1448886,616116638,,,2013-10-03
C-11711,,SEGURIDADE A1 & MAQUINARIAS OTERO,CLUB DEPORTIVO,basketball,http://www.wikidata.org/entity/Q5372,,"REPÚBLICA ARXENTINA, Nº 29",REPÚBLICA ARXENTINA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15078,Santiago de Compostela,http://www.wikidata.org/entity/Q14314,649861370,,,2013-10-03
C-11750,,ALMUIÑA F.S.F.,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"RÚA DO BO VIÑO, 19 - BARRIO DO COUTO",RÚA DO BO VIÑO,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36034,As Neves,http://www.wikidata.org/entity/Q1634850,615276172,,,2013-10-28
C-11673,G70384441,F.S.F. VILLA DE CEE,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"AVD. LINO RODRÍGUEZ MADERO, Nº 6",AVD. LINO RODRÍGUEZ MADERO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15023,Cee,http://www.wikidata.org/entity/Q988707,670035730,,,2013-09-03
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
C-00329,G27143460,A. D. S. DE CAZADORES DE XERMADE (LUGO),CLUB DEPORTIVO,CAZA,,,CARRETERA CANDAMIL S/N,CARRETERA CANDAMIL,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27021,Xermade,http://www.wikidata.org/entity/Q577144,692928613,,,1984-09-07
C-11707,,NUNCA PARES,CLUB DEPORTIVO,dancesport,http://www.wikidata.org/entity/Q738622,,"CARRETERA DE BAIONA, 27",CARRETERA DE BAIONA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36055,Tui,http://www.wikidata.org/entity/Q824122,699812000,,,2013-10-01
C-11704,,CLUB DEPORTIVO DE CAZA OS XEITOSOS,CLUB DEPORTIVO,CAZA,,,"BARRIO DE CRISTELOS, 95",BARRIO DE CRISTELOS,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36054,Tomiño,http://www.wikidata.org/entity/Q1628263,696482288,,,2013-09-30
C-11703,,CLUB CERVECERIA D´LUCA,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"RÚA RAMÓN PIÑEIRO, 7-3º C",RÚA RAMÓN PIÑEIRO,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27028,Lugo,http://www.wikidata.org/entity/Q11125,635807867,,,2013-09-27
C-11701,,CLUB CORUÑA DE E.T.P. (ENTRENAMIENTO TÁCTICO POLICIAL),CLUB DEPORTIVO,LOITA E D.A.,,"DEFENSA PERSONAL, MMA (ARTES MARCIAIS MIXTAS)",JEFATURA POLICIAL LOCAL A CORUÑA R/ TUY S/N,JEFATURA POLICIAL LOCAL A CORUÑA R/ TUY,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,615766848,,,2013-09-27
C-11700,,CLUB DEPORTIVO FEMENINO VIEIRO,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"RÚA MISERICORDIA, 55-2º IZDA.",RÚA MISERICORDIA,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27066,Viveiro,http://www.wikidata.org/entity/Q641221,652676955,652676955,,2013-09-26
C-11315,G27449909,CLUB TCIGALICIA FUTBOL SALA,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"RONDA DAS FONTIÑAS, 180-3º G",RONDA DAS FONTIÑAS,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27028,Lugo,http://www.wikidata.org/entity/Q11125,626865192,982253763,,2012-08-24
C-00726,G15153976,CIRCULO FERROLANO DE XADREZ,CLUB DEPORTIVO,chess,http://www.wikidata.org/entity/Q718,,"AVENIDA AVDA. DE ESTEIRO, 17-19, 2º IZD.",AVENIDA AVDA. DE ESTEIRO,15406,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15036,Ferrol,http://www.wikidata.org/entity/Q485329,655796421,981.351217,,1985-12-17
C-11696,,CLUB FUTBOL SALA COUMOSA,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"GREGORIO FERNANDEZ, 18-3ºD",GREGORIO FERNANDEZ,,32,Ourense,http://www.wikidata.org/entity/Q95038,32054,Ourense,http://www.wikidata.org/entity/Q99151,658152735,658152735,,2013-09-23
C-09530,G70137682,CLUB DEPORTIVO BODHIDHARMA,CLUB DEPORTIVO,kung fu,http://www.wikidata.org/entity/Q208607,TAI CHI CHUAN,"R/ AAUIN, 4 BAJO",R/ AAUIN,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,981229263,,,2007-11-06
C-11693,,ABEDES FUTSAL,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"AMARO REFOJO, Nº27 - 2º",AMARO REFOJO,,32,Ourense,http://www.wikidata.org/entity/Q95038,32085,Verín,http://www.wikidata.org/entity/Q176504,636131485,636131485,,2013-09-18
C-11694,,CLUB EL RINCON DE FINCA EL CARMEN,CLUB DEPORTIVO,equestrian sport,http://www.wikidata.org/entity/Q902378,,"RÚA FIOLLEDA, 1",RÚA FIOLLEDA,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27031,Monforte de Lemos,http://www.wikidata.org/entity/Q818341,629633253,,,2013-09-18
C-04092,,C. DE CAZADORES O SANATORIO,CLUB DEPORTIVO,CAZA,,,"R/ DE LAXE, Nº 2",R/ DE LAXE,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15031,Culleredo,http://www.wikidata.org/entity/Q1113450,607802850,,,1993-12-13
