NÚMERO;NIF;DENOMINACION;TIPO_ENTIDADE;MODALIDADES;ESPECIALIDADES;ENDEREZO;CP;CÓDIGO ;PROVINCIA;CÓDIGO CONCELLO;CONCELLO;TELÉFONO 1;TELÉFONO 2;PÁXINA WEB;FECHA_ALTA
C-12236;G70443031;CLUB DEPORTIVO DE BAILE DANZAYA;CLUB DEPORTIVO;BAILE DEPORTIVO;; RÚA ENTRERRÍOS, 6, BAIXO;;15;A CORUÑA;15002;AMES;981891414;618091663;;18/03/2015
C-12235;B24647570;CENTROMOTOR BIERZO;CLUB DEPORTIVO;AUTOMOBILISMO;; RUA DO VIDRIO - POLÍGONO INDUSTRIAL DO CEAO 117;;27;LUGO;27028;LUGO;650766802;650766802;;17/03/2015
C-10438;G70237813;CLUB  ARCOTEO;CLUB DEPORTIVO;TIRO CON ARCO;; LUGAR O PAZO, 33;15883;15;A CORUÑA;15082;TEO;650335440;627191583;;13/04/2010
C-07021;;ASOCIACIÓN DEPORTIVA LOPE DE VEGA;CLUB DEPORTIVO;PATINAXE, JUDO E D.A., FÚTBOL;; RÚA EMILIA PARDO BAZÁN, 119 (ANTIGUA CARRETARA PROVINCIAL);;36;PONTEVEDRA;36057;VIGO;986481767;;;18/05/2001
C-11649;G70380498;CLUB DEPORTIVO 981;CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL;; SAN LEANDRO, Nº 5 2º;;15;A CORUÑA;15030;CORUÑA, A;618068495;618068485;;23/07/2013
C-12231;;SERMOVIL BARREIROS COMPETICIÓN;CLUB DEPORTIVO;AUTOMOBILISMO;; ZONA COMERCIAL BARRERIOS C/C NAVE 33;;32;OURENSE;32075;SAN CIBRAO DAS VIÑAS;988612546;988612546;;11/03/2015
C-00989;G27035039;A. D. ESCOLAPIOS;CLUB DEPORTIVO;VOLEIBOL;; COLEGIO PADRES ESCOLAPIOS;;27;LUGO;27031;MONFORTE DE LEMOS;;982400450;;26/01/1987
C-08506;G70188834;CLUB GRAIÑO COMPETITION TEAM;CLUB DEPORTIVO;KICKBOXING E MUAYTHAI, LOITA E D.A., JUDO E D.A., BOXEO;JIU-JITSU; RUA EMILIO GONZÁLEZ LÓPEZ 44 5D;15011;15;A CORUÑA;15030;CORUÑA, A;626442598;;;26/05/2005
C-12229;;CLUB NÁUTICO ILLAS CÍES;CLUB DEPORTIVO;VELA, PIRAGÜISMO;; AVD. DE BUEU, 1;;36;PONTEVEDRA;36008;CANGAS;986304246;;;09/03/2015
C-12227;G27466978;CLUB UTRALIGEROS TERRA CHA;CLUB DEPORTIVO;DEPORTES AÉREOS;; AERODROMO DE ROZAS- LUGAR MONDRIZ S/N;;27;LUGO;27010;CASTRO DE REI;619767720;619767720;;06/03/2015
C-12226;G27466960;CLUB ACUDE;CLUB DEPORTIVO;MOTOCICLISMO, DEPORTES AÉREOS, CICLISMO, AUTOMOBILISMO;; RÚA MONDOÑEDO, 4;;27;LUGO;27028;LUGO;619767720;619767720;;06/03/2015
C-12228;;ABEJAS BEISBOL CLUB;CLUB DEPORTIVO;BÉISBOL E SÓFTBOL;SOFTBOL; AVD. ORENSE, 9B- PORTAL 1º-2º D;;36;PONTEVEDRA;36008;CANGAS;677723591;;;06/03/2015
C-10154;G94008117;ARCO TEUCRO;CLUB DEPORTIVO;TIRO CON ARCO;; BELXICA Nº 9-4º D;;36;PONTEVEDRA;36038;PONTEVEDRA;886212443;886212443;;17/06/2009
C-02107;A32156879;OURENSE C.F. S.A.D.;CLUB DEPORTIVO;FÚTBOL;; CARRETERA CAMPO MUNICIPAL DE OIRA S/N;32001;32;OURENSE;32054;OURENSE;988216091;666402173;www.ourensecf.es;09/05/1989
C-12074;;CIRCO - TEATRO NEVERLAND;CLUB DEPORTIVO;XIMNASIA;XIMNASIA ARTÍSTICA; RÚA DO GORGULLÓN, 70 - LOCAL 4;;36;PONTEVEDRA;36038;PONTEVEDRA;671239401;;;08/10/2014
C-09411;G27364512;CLUB DEPORTIVO TERRAS DA CHAIRA;CLUB DEPORTIVO;TENIS DE MESA;; RUA ALCALDE ANGEL PENAS 9;27370;27;LUGO;27056;RÁBADE;982390128;;;21/08/2007
C-12225;;OITOMIL AVENTURA;CLUB DEPORTIVO;PIRAGÜISMO, MONTAÑISMO;SENDEIRISMO / ANDAINAS; LUGAR DE PIELAS, 14;;15;A CORUÑA;15076;SAN SADURNIÑO;649797878;649797878;;04/03/2015
C-12223;;CLUB DEPORTIVO MINHOFER;CLUB DEPORTIVO;FÚTBOL;; RÚA MAGNOLIO, 3- 1ºE;;36;PONTEVEDRA;36042;PONTEAREAS;678215953;678215953;;03/03/2015
C-12221;G27467216;ERIKA PILATES;CLUB DEPORTIVO;ATLETISMO;; RÚA PERPETUO SOCORRO, 12 BAIXO ESQUERDA;;27;LUGO;27028;LUGO;677278369;677278369;;02/03/2015
C-12220;;CLUB BÁDMINTON SALVATERRA;CLUB DEPORTIVO;BÁDMINTON;; RÚA ROSALÍA DE CASTRO, 90 4ºB;;36;PONTEVEDRA;36050;SALVATERRA DE MIÑO;609927471;609927471;;02/03/2015
C-05828;;C. BAHIA - SUB;CLUB DEPORTIVO;ACTIVIDADES SUBACUÁTICAS;; ARDIA , Nº 30;;36;PONTEVEDRA;36022;GROVE, O;607911523;;;10/06/1998
C-12218;;A ESTRADA BESTAS C.F.A.;CLUB DEPORTIVO;FÚTBOL AMERICANO, RUGBY;; RÚA GRADÍN, 29 - 4º;;36;PONTEVEDRA;36017;ESTRADA, A;607017779;;;26/02/2015
C-10648;G27413798;ESCOLA DE XIMNASIA PORTA NORTE;CLUB DEPORTIVO;XIMNASIA;; LUGAR O TOMBIN 1;27797;27;LUGO;27051;RIBADEO;690038300;;;04/11/2010
C-03928;;C. POLID. ESCRAVAS VIRXE DOLOROSA;CLUB DEPORTIVO;DEPORTES PARA MINUSVÁLIDOS PSÍQUICOS, ATLETISMO;; CAMIÑO DA BARXA, 27;;36;PONTEVEDRA;36033;MOS;986330559;986330559;;31/05/1993
C-11322;;MEAÑO FÚTBOL CLUB;CLUB DEPORTIVO;FÚTBOL;;" CAMPO DA FEIRA, 14-BAIXO(LIBRERÍA ""O PRINCIPIÑO"")";;36;PONTEVEDRA;36027;MEAÑO;886092046;;;29/08/2012
C-12215;;CLUB DE REMO SANTA UXÍA DE RIVEIRA;CLUB DEPORTIVO;REMO;; RÚA DE GALICIA, 88;;15;A CORUÑA;15073;RIBEIRA;981874587;665791211;;24/02/2015
C-12217;;CLUB AGILITY WECAN;CLUB DEPORTIVO;CAZA;AGILITY; RÚA DOS PAZOS, 121;;36;PONTEVEDRA;36035;NIGRÁN;653902651;653902651;;24/02/2015
C-12216;;ASOCIACIÓN AUTOMOVILÍSTICA MOECHE;CLUB DEPORTIVO;AUTOMOBILISMO;; LUGAR TRIEIRO, S/N;;15;A CORUÑA;15049;MOECHE;659468516;659468516;;24/02/2015
C-11770;G70401088;SURFCLUB BARBANZA;CLUB DEPORTIVO;SURF;LONGBOARD; CARAPATAL, NÚM 31;;15;A CORUÑA;15071;PORTO DO SON;666090152;;;19/11/2013
C-12213;;CLUB AGILITY MONTEGATTO;CLUB DEPORTIVO;CAZA;AGILITY; AS VIÑAS, S/N.;;15;A CORUÑA;;;;981792239;;20/02/2015
C-10950;G27425453;CLUB SPORTING RABADENSE FUTBOL SALA FEMENINO;CLUB DEPORTIVO;FÚTBOL SALA;; BARRIO DE BUIDE, 5;;27;LUGO;27007;BEGONTE;649748739;649748739;;16/09/2011
C-12210;G94116845;SUPERCROSS VILANOVA DE AROUSA;CLUB DEPORTIVO;MOTOCICLISMO;MOTO CROSS; LG. MONTE, 5 B - SAN MIGUEL DE DEIRO;;36;PONTEVEDRA;36061;VILANOVA DE AROUSA;648983735;;;19/02/2015
C-12206;;CLUB COMBAT;CLUB DEPORTIVO;BOXEO, DEPORTE XERAL;RING SPORT FULLCONTACT, JIU-JITSU; RUA RÚA ESPRONCEDA,12, 1º;15570;15;A CORUÑA;15054;NARÓN;620780205;620780205;;19/02/2015
C-12208;;RUN AND SWIN OLEIROS;CLUB DEPORTIVO;SALVAMENTO E SOCORRISMO, ATLETISMO, DEPORTE XERAL;TRÍATLON; AVDA. CONCEPCIÓN ARENAL, 22,1º C;;15;A CORUÑA;15058;OLEIROS;680574540;686916691;;19/02/2015
C-10844;G70297213;IDE-FIC;CLUB DEPORTIVO;BALONCESTO;; LOCAL DE ALUMNOS FACULTADE DE INFORMÁTICA CAMPUS DE ELVIÑA S/N;;15;A CORUÑA;15030;CORUÑA, A;659189147;;;10/06/2011
C-12204;;OS 5 AMIGOS;CLUB DEPORTIVO;FÚTBOL SALA;; AVDA. PABLO PICASSO, 3, 4º;;15;A CORUÑA;15030;CORUÑA, A;981245474;881918405;;18/02/2015
C-05147;G15571136;C. D. NATURAL SPORT-VIDELGI;CLUB DEPORTIVO;BAILE DEPORTIVO, XIMNASIA, TAEKWONDO, MONTAÑISMO, DEPORTES DE INVERNO;; AVENIDA AVDA. DO FERROL, 27 27;15960;15;A CORUÑA;15073;RIBEIRA;636183378;;;10/09/1996
C-07488;G15854680;"CLUB DEPORTIVO ""COSTA DA MORTE""";CLUB DEPORTIVO;VOLEIBOL, TENIS DE MESA, TENIS, PATINAXE, NATACIÓN, MONTAÑISMO, BALONCESTO, ATLETISMO;SENDEIRISMO / ANDAINAS; R/ CAMPO DE SACRAMENTO, Nº 63-1º A;15270;15;A CORUÑA;15023;CEE;610951121;;;16/08/2002
C-03868;G15110794;C. D. ARTES;CLUB DEPORTIVO;FÚTBOL;; LUGAR DE SEGO, 9;;15;A CORUÑA;15073;RIBEIRA;;;;31/03/1993
C-12203;G70439054;BARBANZA PITCH AND PUTT;CLUB DEPORTIVO;GOLF;; LUGAR DE MACENDA(RECTORAL DE MACENDA),S/N;15930;15;A CORUÑA;15011;BOIRO;646898071;651172945;;12/02/2015
C-12201;;RODANDO BIKE;CLUB DEPORTIVO;CICLISMO;; AVDA. DE MAHÍA, 101;;15;A CORUÑA;15002;AMES;981886920;981886920;;10/02/2015
C-12200;;CLUB HÍPICO EL ROBLE;CLUB DEPORTIVO;HÍPICA;; RÚA PRESA SANTA LUCÍA, S/N;;36;PONTEVEDRA;36021;GONDOMAR;626170748;626170748;;10/02/2015
F-00304;G36644789;FEDERACIÓN GALEGA DE XADREZ;FEDERACIÓN DEPORTIVA GALEGO;XADREZ;; FOTÓGRAFO LUIS KSADO  17 113;36209;36;PONTEVEDRA;36057;VIGO;986237945;651996458;www.fegaxa.org;29/06/1984
C-12199;;AR COMPETICIÓN;CLUB DEPORTIVO;AUTOMOBILISMO;RALLYES, MOTOR; VILARNOVO-LAÑAS,5;;15;A CORUÑA;15005;ARTEIXO;653663277;653663277;;10/02/2015
C-12197;;MOTO CLUB TRIALCÓ;CLUB DEPORTIVO;MOTOCICLISMO;; BASTIAGUEIRO PEQUENO, 1;;15;A CORUÑA;15058;OLEIROS;678559797;678559797;;10/02/2015
C-12198;G32459430;CLUB DEPORTIVO SEIXALBO;CLUB DEPORTIVO;FÚTBOL;; RUA RUA ABELARDO ARCE MAYORA 24;32970;32;OURENSE;32054;OURENSE;652697523;650637282;;10/02/2015
C-12195;G70440722;ALEX RACING;CLUB DEPORTIVO;AUTOMOBILISMO;; AVDA. SOUTO VIZOSO,32, BAIXO;;15;A CORUÑA;15054;NARÓN;606744100;606744100;;09/02/2015
C-12254;;HANDBALL ACADEMY;CLUB DEPORTIVO;BALONMÁN;XUVENIL, INFANTIL, CADETE, ALEVIN; RÚA DA PONTE, 14-1º;;36;PONTEVEDRA;36026;MARÍN;669714342;;;15/04/2015
C-00186;G36058782;C. DE FUTBOL SAN ANDRES;CLUB DEPORTIVO;FÚTBOL;; RUA DO AREAL Nº 5-LOURIZÁN;;36;PONTEVEDRA;36038;PONTEVEDRA;986881716;;;29/02/1984
C-03457;G36172724;"D. ""GIL C. DE FUTBOL""";CLUB DEPORTIVO;FÚTBOL;; LUGAR DE PICÓN, 2;;36;PONTEVEDRA;36027;MEAÑO;986747828;;;06/02/1992
C-12193;;ASOCIACIÓN DEPORTIVA CULTURAL BOMBEIROS COSTA DA MORTE;CLUB DEPORTIVO;ORIENTACIÓN, MONTAÑISMO, CICLISMO, ATLETISMO;; PARQUE DE BOMBEIROS-LUGAR DE BERMÚN, S/N;;15;A CORUÑA;15023;CEE;652623943;652623943;;05/02/2015
C-12058;;V.G.O. BASKET;CLUB DEPORTIVO;BALONCESTO;; RÚA GONZALO TORRENTE BALLESTER, 6- BLOQUE II- 6ºN;;36;PONTEVEDRA;36057;VIGO;986357606;986357606;;25/09/2014
C-00789;G36727246;C. DE PETANCA Y CHAVE OS MUIÑOS;CLUB DEPORTIVO;PETANCA, CHAVE;; CAMIÑO DO FORO, Nº 16;;36;PONTEVEDRA;36057;VIGO;986271950;986271950;;04/04/1986
C-11451;G70358007;U.D.C. GOLF;CLUB DEPORTIVO;GOLF;; AVDA ERNESTO CHE GUEVARA Nº 121;;15;A CORUÑA;15058;OLEIROS;981167000;981167000;;20/12/2012
C-02446;G36628543;C. XESTAS;CLUB DEPORTIVO;FÚTBOL SALA, BALONCESTO;; CASTAÑAL, 24 BAJO -TEIS;;36;PONTEVEDRA;36057;VIGO;986378369;986295053;;03/01/1990
C-03849;G15456759;C. HIPICO LOS GAVILANES;CLUB DEPORTIVO;HÍPICA;; EL VILAR, KM 10, PEDREIRA S/N FINCA ABULLERIA;;15;A CORUÑA;15036;FERROL;670441708;;;31/03/1993
C-12192;;TIRO A CHAVE DO MORRAZO;CLUB DEPORTIVO;CHAVE;; RÚA DA PRAIA 25;;36;PONTEVEDRA;36029;MOAÑA;606500646;607197676;;03/02/2015
C-12191;;CLUB TENIS SALVATERRA;CLUB DEPORTIVO;TENIS;; RÚA ROSALÍA DE CASTRO, 90 4ºB;;36;PONTEVEDRA;36050;SALVATERRA DE MIÑO;609927471;609927471;;03/02/2015
C-05885;G59114576;C. DE ACTIVIDADES SUBACUATICAS NAUTILUS;CLUB DEPORTIVO;ACTIVIDADES SUBACUÁTICAS;ORIENTACIÓN SUBACUÁTICA, FOTOGRAFÍA SUBACUÁTICA, MERGULLO DEPORTIVO CON ESCAFANDRA AUTÓNOMA, BUCEO; ESTRADA DA VREA, 10-1º;;15;A CORUÑA;15035;FENE;659114576;981343556;;20/07/1998
C-08332;G15965429;CLUB ACTIVIDADES SUBACUÁTICAS OS PETÓNS;CLUB DEPORTIVO;PESCA E CASTING, ACTIVIDADES SUBACUÁTICAS, DEPORTE XERAL;PESCA SUBMARINA; AVDA. CASTELAO, 55,BAIXO;;15;A CORUÑA;15053;MUROS;676089751;;;22/11/2004
C-09660;G70152814;"ESCUELA DE ACTIVIDADES MARITIMAS ""EL GALEÓN""";CLUB DEPORTIVO;ACTIVIDADES SUBACUÁTICAS;ACTIVIDADES NAUTICAS; R/ SOCORRO, Nº 6 BAJO MUELLE DEPORTIVO;;15;A CORUÑA;15036;FERROL;692770808;;;20/02/2008
C-07669;G27307826;HOLAOLA! SURF CLUB;CLUB DEPORTIVO;SURF;; AVDA. CALVO SOTELO, 30 BAIXO;;27;LUGO;27051;RIBADEO;982128944;982128944;;26/02/2003
C-12189;;FUTSAL CIUDAD DE VIGO;CLUB DEPORTIVO;FÚTBOL SALA;; AVENIDA GRAN VIA 1-3;;36;PONTEVEDRA;36057;VIGO;670889212;670889212;;02/02/2015
C-10661;G32412934;TOUBES ATLÉTICO;CLUB DEPORTIVO;PÁDEL, XADREZ, FÚTBOL SALA, FÚTBOL, CICLISMO, BALONCESTO, ATLETISMO;; AVDA. ALFONSO RGUEZ. CASTELAO, 13-4ºB;;32;OURENSE;32054;OURENSE;653975446;653975446;;24/11/2010
C-12188;;CLUB BALONCESTO SALVATERRA;CLUB DEPORTIVO;BALONCESTO;; RÚA ROSALÍA DE CASTRO, 90 4ºB;;36;PONTEVEDRA;36050;SALVATERRA DE MIÑO;609927471;609927471;;29/01/2015
C-12187;;AGILITY OURENSE;CLUB DEPORTIVO;CAZA;; RUA REMEDIOS, 68 BAIXO;32002;32;OURENSE;32054;OURENSE;988229614;693339428;;29/01/2015
C-12186;G70438692;DIVER PATÍN CLUB DEPORTIVO;CLUB DEPORTIVO;HOCKEY, PATINAXE, NATACIÓN, CICLISMO, BALONCESTO, ATLETISMO;; RUA XESÚS CARRO 3 1derec;15704;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;600216836;;;28/01/2015
C-12184;;YESI COMPETICIÓN;CLUB DEPORTIVO;AUTOMOBILISMO;; LUGAR DE CHA, 70;;15;A CORUÑA;15036;FERROL;649702858;649702858;;28/01/2015
C-01079;;CLUB CICLISTA ÁLVARO PINO;CLUB DEPORTIVO;CICLISMO, DEPORTE XERAL;CARRETEIRA, BICICLETA MONTAÑA (BTT), PISTA CUBERTA; RÚA REAL, 7 2ºA;;36;PONTEVEDRA;36042;PONTEAREAS;680521880;;;02/04/1987
C-02905;G32129728;C. CABEZA DE MANZANEDA;CLUB DEPORTIVO;TENIS, FÚTBOL, DEPORTES DE INVERNO, DEPORTES AÉREOS, BALONCESTO, DEPORTE XERAL;ESQUÍ ALPINO, ALA DELTA; SEIXALVO, 28;;32;OURENSE;32054;OURENSE;670488353;670488353;;10/01/1991
C-12181;;FOURTEEN SQUADRA;CLUB DEPORTIVO;MOTOCICLISMO;; AVENIDA DE CASTRELOS, 416, 1º;;36;PONTEVEDRA;36057;VIGO;690682949;690682949;;27/01/2015
C-11537;G32439457;ASOCIACIÓN GALEGA DE ARTES MARCIALES Y DEPORTES DE CONTACTO;CLUB DEPORTIVO;KARATE, DEPORTE XERAL;KICKBOXING, KENDO; LLORENS DIAZ, 11;;32;OURENSE;32054;OURENSE;688325212;630254484;;02/04/2013
C-12180;;CLUB DE ARTES MARCIAIS ORIENTAIS DE A CORUÑA;CLUB DEPORTIVO;KARATE, JUDO E D.A., DEPORTE XERAL;TAI CHI CHUAN, NIHON TAI-JITSU, AIKIDO; ARQUITECTO REY PEDREIRA, 2,6ºA;;15;A CORUÑA;15030;CORUÑA, A;629166842;629166842;;26/01/2015
C-12179;;INTERRUNNING CLUB;CLUB DEPORTIVO;ATLETISMO;; BARRIO MOTA, 6- TORNEIROS;;36;PONTEVEDRA;36039;PORRIÑO, O;646481235;646481235;;23/01/2015
C-12178;G70440748;CLUB DE PESCA DEPORTIVA LABRAX GALICIA;CLUB DEPORTIVO;PESCA E CASTING;; C/ CORRELO, 3;15011;15;A CORUÑA;15030;CORUÑA, A;652120572;652120572;;22/01/2015
C-12177;;SALNÉS PÁDEL;CLUB DEPORTIVO;PÁDEL;; POLIGONO POLÍGONO DEL SALNÉS, 3-NAVE 3;36636;36;PONTEVEDRA;36046;RIBADUMIA;986716086;;;20/01/2015
X-12176;;ASOCIACIÓN DEPORTIVA A RODA DO DEMO;SECCIÓN DEPORTIVA;CICLISMO;BICICLETA MONTAÑA (BTT); EDUARDO PONDAL, 46 - BAIXO;;36;PONTEVEDRA;36038;PONTEVEDRA;639953351;;;19/01/2015
C-08032;;CLUB HIPICO A JRANXA;CLUB DEPORTIVO;HÍPICA;RAID, EXCURSIONISMO A CABALO, DOMA CLÁSICA, SALTOS; CON DE LOUREIRO Nº 6;;36;PONTEVEDRA;36022;GROVE, O;609251579;;;26/01/2004
C-11857;G27456912;XADREZFORTE;CLUB DEPORTIVO;XADREZ, FÚTBOL SALA, FÚTBOL, BALONCESTO, ATLETISMO;; EMILIA CASAS BAAMONDE S/N;;27;LUGO;27031;MONFORTE DE LEMOS;650553513;696073716;;24/02/2014
C-12175;;AEROPADEL;CLUB DEPORTIVO;PÁDEL;; C. MENORA, 15 - SAN PEDRO DE LA RAMALLOSA;;36;PONTEVEDRA;36035;NIGRÁN;609805499;;;16/01/2015
C-06291;G15752306;C. BALONCESTO SAN PELAYO;CLUB DEPORTIVO;BALONCESTO;;;;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;;981587218;;01/09/1999
C-11313;G70342878;LOS PIRATAS DEL CARIBE, SOFTBOL Y BEISBOL CLUB DEPORTIVO;CLUB DEPORTIVO;BÉISBOL E SÓFTBOL;; RÚA AGRO DA VELLA Nº 10 ESCALEIRA 2 3ºA;;15;A CORUÑA;15002;AMES;981536750;618080391;;24/08/2012
C-12171;G32458671;CLUB DEPORTIVO VERIN PITCH & PUTT;CLUB DEPORTIVO;GOLF;; IGLESIA, 12;;32;OURENSE;32021;CASTRELO DO VAL;608887035;6088870;;12/01/2015
C-12170;;TRIVIGO;CLUB DEPORTIVO;TRÍATLON E PENTATLÓN MODERNO, NATACIÓN, CICLISMO, ATLETISMO;; RÚA ENRIQUE ALONSO XALVEIRO, 8 PORTAL 2, 3ºD;;36;PONTEVEDRA;36057;VIGO;639671167;639671167;;09/01/2015
C-12167;;CC REPEITIÑOS DA CAPILLA;CLUB DEPORTIVO;CICLISMO;; RÚA AS CAMELIAS, 3-4, BAIXO A;;15;A CORUÑA;15002;AMES;628606179;628606179;;09/01/2015
C-12165;G70439179;CLUB PATINAXE GALIA;CLUB DEPORTIVO;PATINAXE;HOCKEY SOBRE PATÍNS, PATINAXE VELOCIDADE, PATINAXE ARTÍSTICO; RÚA ESPENICA, 22;;15;A CORUÑA;15059;ORDES;645871503;690173136;;08/01/2015
C-12164;;CLUB DEEPTEAM;CLUB DEPORTIVO;ACTIVIDADES SUBACUÁTICAS;BUCEO; POLÍGONO DE POCOMACO, C9, NAVE3;;15;A CORUÑA;15030;CORUÑA, A;649954496;649954496;;08/01/2015
C-12163;G32458382;ESCUELA KYO HKD;CLUB DEPORTIVO;TAEKWONDO;HAPKIDO; RUA DA VERDADE, 3 BAIXO;;32;OURENSE;32019;CARBALLIÑO, O;635909900;635909900;;02/01/2015
C-10735;G27416890;CLUB JOSÉ MANUEL RACING;CLUB DEPORTIVO;AUTOMOBILISMO;; CIMA DE VILA, 14;;27;LUGO;27028;LUGO;661953408;;;02/02/2011
C-09063;G70077649;C.D. RIO DO POZO;CLUB DEPORTIVO;FÚTBOL SALA;; CENTRO DEPORTIVO DE CASTRO, S/N;;15;A CORUÑA;15054;NARÓN;639946888;639946888;;10/10/2006
C-08426;G15979776;CLUB BALONCESTO PONTUMIO;CLUB DEPORTIVO;BALONCESTO;; R/ FERREIROS, 30-1º;;15;A CORUÑA;15069;PONTEDEUME;981434687;981434687;;25/02/2005
C-12158;;CLUB AGILITY COUSADECANS;CLUB DEPORTIVO;CAZA;AGILITY; LUGAR DE FOXO, S/N;;15;A CORUÑA;15021;CARRAL;652832834;620676140;;17/12/2014
C-07310;G27323757;CLUB XADREZ SAN ROQUE-VIVEIRO;CLUB DEPORTIVO;XADREZ;; AVDA. CERVANTES, CASA DA XUVENTUDE S/N;;27;LUGO;27066;VIVEIRO;982560394;672772508;;10/01/2002
C-12159;;KOERU JUDO;CLUB DEPORTIVO;NATACIÓN, MONTAÑISMO, JUDO E D.A.;SENDEIRISMO / ANDAINAS; C/ FRANJA, 39,4º DRCHA;;15;A CORUÑA;15030;CORUÑA, A;606771519;606771519;;17/12/2014
C-12157;;ATLETISMO GALERAS;CLUB DEPORTIVO;XADREZ, ATLETISMO;; RÚA DAS SALVADAS,27, 3º A;;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;981572060;981572060;;17/12/2014
C-12155;;CLUBE A CORREDOIRA DE COMPOSTELA;CLUB DEPORTIVO;ATLETISMO;; RÚA GRANXA DO CASTIÑEIRIÑO, 58;;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;628364949;628364949;;17/12/2014
C-12152;;CLUB DE XADREZ KEIXO DE ARZÚA;CLUB DEPORTIVO;XADREZ, VELA, PIRAGÜISMO;; IGREXIA-VIÑÓS,1;;15;A CORUÑA;15006;ARZÚA;625164633;625164633;;16/12/2014
C-12151;;CLUB DE TENIS COMPOSTELA;CLUB DEPORTIVO;TENIS;; RÚA ANGUSTIA, 19, BAIXO;;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;670368113;692649385;;16/12/2014
C-12148;G27464916;NARANJITO MOTOR SPORT;CLUB DEPORTIVO;AUTOMOBILISMO;; RUA JUANA LA LOCA 25;27004;27;LUGO;27028;LUGO;616141248;616141248;;16/12/2014
X-12146;G15939978;ASOCIACIÓN VECINAL, CULTURAL Y DEPORTIVA DE LOS ROSALES;SECCIÓN DEPORTIVA;TAEKWONDO, KARATE, JUDO E D.A., FÚTBOL SALA, FÚTBOL, BALONCESTO;; ÁLCALDE SUÁREZ FERRÍN, 7 , 6º B;;15;A CORUÑA;15030;CORUÑA, A;622593100;622593100;;15/12/2014
C-08938;G32229262;SOCIEDAD ATLÉTICA BARBANTES-ESTACIÓN;CLUB DEPORTIVO;VELA, REMO, PIRAGÜISMO, NATACIÓN, FÚTBOL SALA, FÚTBOL;FUTBOL SIETE; PRAZA MAIOR-LOCAL SOCIAL S/N;;32;OURENSE;32025;CENLLE;630502317;630502317;;14/06/2006
C-12080;;SENDEIRISMO GALEGO;CLUB DEPORTIVO;MONTAÑISMO, DEPORTES DE INVERNO;SENDEIRISMO / ANDAINAS; VIRXE DO CAMIÑO, 2 - OFIC. 29A;;36;PONTEVEDRA;36038;PONTEVEDRA;655962173;;;10/10/2014
C-01519;G15384183;BETANZOS C.F.;CLUB DEPORTIVO;FÚTBOL;; LUGAR ESTADIO GARCIA HNOS-CAMINO DO CARREGAL-APDO 4;15300;15;A CORUÑA;15009;BETANZOS;981773437;699899024;https://betanzoscf.org/;11/04/1988
A-01499;G36166619;AGRUPACIÓN DEPORTIVA O PINO;AGRUPACIÓN DEPORTIVA ESCOLAR;XADREZ, VOLEIBOL, NATACIÓN, FÚTBOL SALA, BALONMÁN, BALONCESTO, BÁDMINTON, ATLETISMO;; RÚA DA ESTACIÓN, 2 (CEIP SILLEDA);;36;PONTEVEDRA;36052;SILLEDA;635816751;;;23/03/1988
C-00832;G15116650;S. D. Y RECREATIVA PORTUARIOS;CLUB DEPORTIVO;TENIS DE MESA, FÚTBOL SALA, FÚTBOL, DEPORTE XERAL;XUVENIL, ALEVIN, AFECCIONADOS; ESPARTERO, 24, BAJO;;15;A CORUÑA;15036;FERROL;981352145;;;06/05/1986
C-12145;;CLUB  TAIKÍ;CLUB DEPORTIVO;LOITA E D.A.;LOITA TRADICIONAIS, MMA (ARTES MARCIAIS MIXTAS); AVENIDA DE LUGO, 8, BAJO;;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;981062540;610180877;;05/12/2014
C-02116;G15574692;C. RIAZOR;CLUB DEPORTIVO;FÚTBOL SALA;; R/ NOVOA SANTOS, Nº 40 3º B;;15;A CORUÑA;15030;CORUÑA, A;616175504;606411066;;09/05/1989
C-12143;;G.H. AIRSOFT;CLUB DEPORTIVO;ORIENTACIÓN, TIRO OLÍMPICO, TIRO CON ARCO, DEPORTE XERAL;RAID; AVENIDA FLORIDA 11 3ºD;;36;PONTEVEDRA;36057;VIGO;629526262;;;05/12/2014
C-12140;;ASOCIACIÓN DEPORTIVA OIMBRA;CLUB DEPORTIVO;TENIS, FÚTBOL SALA, BALONCESTO;; AS SABESADAS, 7;;32;OURENSE;32053;OÍMBRA;619800218;619800218;;03/12/2014
C-08105;G15940976;CLUB VOLEIBOL BRUXAS;CLUB DEPORTIVO;VOLEIBOL;; LUGAR DE COBAS SANTO ESTEVO  Nº28;;15;A CORUÑA;15002;AMES;981886950;;;14/04/2004
C-11814;G70410287;ASOCIACIÓN DEPORTIVA HERMES;CLUB DEPORTIVO;FÚTBOL, DEPORTE XERAL;; ISIDRO PARGA PONDAL,4,3ºC;;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;629423964;629423964;;16/01/2014
