codigoEquipo,nombreEquipo
182609,COLEGIO JOYFE
183423,COLEGIO SIGLO XXI 
181648,ESCUELA C.B. MORATALAZ
182875,SANTO ANGEL DE LA GUARDA
182260,GSD MORATALAZ
183044,RICHMOND
181344,CARMEN CABEZUELO DO
180837,DISTRITO OLIMPICO
182639,COLEGIO JOYFE
181937,SAN BLAS BASKET
182722,RUNNYMEDE
183069,SANTA MAR�A DEL CARMEN
180664,HASTINGS SCHOOL
181448,EDUCA&PLAY
182500,VOLEIBOL HISPANO USERA
183744,PLAZA CASTILLA PF AZUL
183743,PLAZA CASTILLA PF BLANCO
183672,VOLEY PERALES INFANTIL MASCULINO 
182003,C.D. LORETO MADRID
181749,C.V. GETAFE 
181465,CLUB DEPORTIVO VILLAAMIL
182514,COLEGIO ESTUDIANTES LAS TABLAS A
181593,E.D.M FRANCISCO FERN�NDEZ OCHOA
183856,CLUB DEPORTIVO VILLA DE ARANJUEZ
183872,IES LOPE DE VEGA 
183672,VOLEY PERALES INFANTIL MASCULINO
182069,CLUB VOLEIBOL VALDEMORO OMEGA
183858,COLEGIO MIRASIERRA
181614,C.V. GETAFE 
181783,MADRID SUR LATINA
183806,CLUB DEPORTIVO VILLA DE ARANJUEZ
182022,YERMO -CD MONCLOA
181190,MARIA AUXILIADORA
183745,PLAZA CASTILLA
181698,CLUB AGUIRRE MASC
177700,SEVEN FIGHTERS
180092,VOLEYMANIAKAS
177780,VOLEIBOL HISPANO USERA
179891,VGR
179836,Stade Sottevillais Cheminot Club
182484,TALENTOS DE MORATALAZ
183995,CVSOTO
181224,ESTUDIO
183872,IES LOPE DE VEGA
179334,IRLANDESAS MADRID 
180030,BPC PINK RAINBOW
178689,RACING CULEBRAS
177790,LA TARONJHA FC
178211,ROYAL ACADEMY FC
178130,EL HOLAND�S RENQUEANTE
178210,BSC FC
178504,VDP CLUB
178868,TETEO CF
177921,TIGRES 2.0
178546,Leones F.C.
178178,PANASLOSGUSANOS
177992,CSKA DE COUSCOUS
178700,JUVENTUS DE TU PADRE FC
177785,NLM FC
178098,ALFOMBRAS FERNANDEZ
178053,A.D. UFFOS TETU�N
178292,JANFRIS MAXIMUS
178074,NOTTINGHAM PELO F.C.
178124,REAL FURCIA CF
179902,TOTEM BLUE
179051,TRUST KALI BASKETBALL
179077,PIQUER
179058,QIII
178586,RESAKA
178300,BOCALANES
179482,MEMPHIS WHISKYS
180098,RESAKOSOS CB
177916,REC
178559,US Livorno 1915
178026,MADRID INTERNATIONALS
177647,TATO F.C.
178069,ALDAPAN GORA
178014,EMBASSY FC
178554,DRAGONES DE LAVAPI�S B
178224,CLUB ATL�TICO MANZANARES
177796,ATLETICO JABALIS
178069,ALDAPAN GORA 
178565,ASOCIACI�N ALACR�N 1997
177860,INTER DE AMERICA
177570,ESCUELA DE HORTALEZA
177915,BOSTON TURRADORES
177537,ESTRELLA COJA F. C.
183373,WACKELDACKEL 
184095,ASOCIACION EOF
183396,SELECTO F. C.
183090,LICEO ITALIANO MADRID
183649,NOTTINGHAM MIEDO FS
183188,DYC-TADURA
183436,BREWSTER BULLDOGS
183373,WACKELDACKEL
183863,SAGRADO CORAZ�N ROSALES NEGRO
180275,LOS PETAR 2
180276,OSO ONDO SASKIBALOIA
180274,LA TRICOLOR GUAYACALE�A
180269,COCA JUNIORS FC
180278,TIRAKAS CF
180271,EL ALBERCHE 115
180280,VODKA JUNIORS FC
180277,PINK PANTHERS
180279,VALLECAS UNITED
180273,HUMILDES TEAM
180272,F.C.OLIMPIC DE UCRANIA
180270,DIRECCI�N PAC�FICO
183546,BLATSKA FC
184143,BREWSTER BOBCATS
180911,COLEGIO FEM A
181027,IES SAN ISIDORO DE SEVILLA
183905,RAYO DEL PILAR
181171,COLEGIO FEM B
181031,DEPORTIVO MALASA�A
181348,COLEGIO FEM
182413,CDEVMAV INFANTIL FUTBOL SALA
181429,YERMO B
180123,ACU�TATE FC
177974,ASTON BIRRA
179977,SW�LIMS XXII
179263,EL BRASIL
180096,LA TORLENTA
179991,S.I.D.A SOCIEDAD INDEPENDIENTE DEPORTIVA AN�NIMA
179998,LOS TITIS
180059,PE�A ATL�TICA TETU�N
179367,PISATECHOS FS
179427,LAGUNETA
178332,SCHALKE TEMETO F.S.
179307,BAKERS
177590,RACING CHAMBERI
179579,SPORTING DE NUEVOS
179011,TEAM WACAMOLE
180050,ISOTOPOS DE CHAMBERI 
179399,ATL�TICO PANZ�N
179616,F.C ZOILO
178368,ZENIT PETERSBURLAO
179689,MALAKITO DE MEMPHIS
179392,MOLOKO 2.0
180095,PIHASA
178262,RACING�R Z FC
179957,TUTI PUTI FC
179238,NKM CITY
180050,ISOTOPOS DE CHAMBERI
178502,OLD STARS
180204,PENGUINS
179244,CAS7ILIADOS
178393,MACETAS TEAM
183764,RECUERDO BLANCO
180814,C.H.A. B
182593,AMPA SAINZ DE VICU�A
183443,CASTILLA DEL POZO
183049,CDE PARQUE ROMA
183529,TAJAMAR B
183394,KINKIS BOYS
179964,SALKEN FC
180043,TIZONA VJ
179187,TERCER TIEMPO
179046,MANUEL SAINZ DE VICU�A
180833,CD LORETO A
182144,TRILEMA SAFA
183014,ATHLETIC FUTSAL
182569,"INTER GUINDALERA ""B"""
183205,"ESCUELA MUNICIPAL ""LA FUNDI"""
181358,CD LORETO B
182371,CD LORETO MADRID C
181974,REAL COLEGIO NUESTRA SE�ORA DE LORETO
183050,SANTA SUSANA
179675,FRESQUITOS F.C
178996,A.D.C. FILIPENSES
182098,SANTA SUSANA B
181244,FS ESPA�A SUB-18
179145,PUFF FC
179318,ILEGALES
179706,LA QUINTA
178537,COLONIA HUERTA�A
179416,PIBES FC
179235,TRIL. AUPA PASOS GIGANTES
178614,M&M ASOCIADOS
179709,VENTAS KINGS FC
179351,TAIFA ABC
180150,NOVALEATRALLON
178271,GUAIQUERIES FS
179166,FREN�RBACHE CUMLOUDER
179915,HORS CATEGORIE
179701,MORATALAZ FUTSAL
179672,BAR A LA PORRA - AL-ITHAS
179732,RAYO DE JUANCHO F.C
179777,REAL WETTY BALOMPI�
179804,AMIGOS DE OSCAR F.S.
180078,ANFEVINETA
180101,UD BATERIAS
180661,C.H.A. A
182301,ALDEAFUENTE
180657,ARTURO SORIA
183350,MACCABI ESPA�A
180666,CHV1995 ROJO
183690,CEU SAN PABLO SANCHINARRO
182195,CHV1995 NEGRO
180736,CD SPARTAC MANOTERAS
183763,RECUERDO AZUL
183530,COLEGIO ESTUDIANTES LAS TABLAS
182187,UXSC 2
181802,UXSC
180793,SAN AGUSTIN BLANCO
182583,SACOCHAMARTIN
182012,SCF
182439,KING'S COLLEGE A
181615,E F TEJAR B
180795,CDE VALDESANFER
182715,PRADO A
183814,CD COLEGIO ALAMEDA DE OSUNA
181492,E F TEJAR
181966,RUNNYMEDE B
181832,RUNNYMEDE A
183558,CENTRO DEPORTIVO VALLECAS
181015,CIUDAD PEGASO DO
183047,RICHMOND
183587,MOLINER LARRA CBSB EMPD
182695,CEIP ROMANONES
182276,SAN BLAS BASKET
184079,MARAVILLAS ROJO
181195,CIUDAD PEGASO DO
183362,COLEGIO NICOLI B
181004,LA INMACULADA MARILLAC
181070,LOBOS ISABEL LA CAT�LICA
183419,COLEGIO NICOLI
182549,RUFINO BLANCO C
183361,COLEGIO NICOLI
181955,BLANCA DE CASTILLA
182623,MARISTAS CHAMBER� CELESTE
181921,YERMO B
181367,MARISTAS CHAMBER� VERDE
181967,MOVISTAR ESTUDIANTES COLEGIO ARTICA NEGRO
184104,AV PRADERA TERCIO TEROL
181796,MOVISTAR ESTUDIANTES COLEGIO ARTICA AZUL
183699,COLEGIO VILLAMADRID A
182325,MOVISTAR ESTUDIANTES COLEGIO ARTICA NEGRO FEMENINO
183003,MAR�A INMACULADA
182871,VILLA DE LEGANES
183174,CEIP ISAAC PERAL EMPD
182239,MOVISTAR ESTUDIANTES COLEGIO ARTICA AZUL
181705,REVOLUTION SMA
181355,REVOLUTION SMA
181926,SANTA MAR�A DEL BOSQUE
182318,FEC JES�S CALDER�N ALAR�
183403,SAN PEDRO A
182626,GUADALAJARA ALAR� B
180710,GOYA TEAM HIPANIDAD A
181986,ADOLFO SU�REZ M.N
184106,CEIP SAN CRIST�BAL
184105,CBS RIVAS
183217,CLUB DEPORTIVO ELEMENTAL ACADEMIA DE BEISBOL T&M
183568,GSP LEONES DE SAN FERMIN
183961,ESCUELA BEISBOL MENOR PARLA VIELMA
184012,TITANES
183906,CEIP MIGUEL SERVET TRIPLE PLAY
184002,JOVELLANOS
183875,CEIP SAINZ DE VICU�A
184118,ROMA A
184059,CEIP EL SOL
183439,TAJAMAR
184015,DELFINES
183599,GUSTAVO ADOLFO BECQUER
178183,PULSERAS AZULES
182718,MARGARET THATCHER ALAR� B
183145,SAN PEDRO A
183146,SAN PEDRO B
179004,CALDER�N
178483,LOS BUENOS FS
181529,PUMAS AMADOR DE LOS R�OS EMPD
181888,CD LORETO MADRID B
181315,PUMAS REINA VICTORIA EMPD
181263,RC SANTA ISABEL
182033,ESCUELAS AGUIRRE
181715,CD LORETO MADRID A
179283,CP Calasancio
178667,CASI 5
178763,FUSION
179179,REBOTADAS
177842,KILL PUFF
180151,OBISPO PERELL�
180061,FORTA GUINDALERA
184128,CD OROQUIETA ESPINILLO
183738,CEIP JUAN SEBASTIAN ELCANO
183755,CEIP MIGUEL DE UNAMUNO
183716,N.D.T. SAN CRIST�BAL NARANJA
184244,CIUDAD DE CORDOBA OE
183794,MATER PURISSIMA
182433,CLUB DEPORTIVO NSA
183714,N.D.T. SAN CRIST�BAL NEGRO
183738,CEIP JUAN SEBASTIAN ELCANO 
179850,REAL MANZANARES FC
179720,LINTERNA OLYMPUS
179686,SPRITE F.S.
179757,MAGRADA FS
179100,LOS PISHITAS
177769,CANINOS F.C.
179016,FIEBRE AMARILLA F.S
178634,INTERRACIAL CF
177596,HISPASENIOR
181995,CHV1995 AMARILLO
183783,CDB AVP CADETE BLANCO
183363,BLANCA DE CASTILLA B
182036,CV PLAZA CASTILLA DORADO
182567,BLANCA DE CASTILLA A
182035,PLAZA CASTILLA MALALA AZUL
182155,PLAZA CASTILLA PP AMARILLO
182203,CV PLAZA CASTILLA TURQUESA
182340,VP MADRID
181935,TRILEMA SAFA
182034,VP MADRID
181831,VIRGEN DE ATOCHA BLANCO
182134,GSD VALDEBEBAS ALEV�N B
181747,REAL COLEGIO NUESTRA SE�ORA DE LORETO
181664,MANZANARES VOLEY
182025,KING'S COLLEGE A
182161,ARGANVOLEY
183535,SAN AGUSTIN ROJO
177513,HISPANO PROSPERIDAD A
182217,CD NORTE
180846,ESCUELA DEPORTIVA NERVI�N A
181890,ST. ANNE''S SCHOOL
183171,R. TAGORE-A
183194,INTER SANSE
182338,CLUB DEPORTIVO VILLAAMIL
182937,HISPANO-PROSPERIDAD A
183273,TRILEMA EL PILAR
184194,EMPD CDV PUENTEDEY ECHEGARAY
184195,EMPD CDV VALDEBERNARDO MORADO
184193,EMPD CDV PASAMONTE ROJO
184198,EMPD CDV MORATALAZ
184196,EMPD CDV PASAMONTE BLANCO
184197,EMPD CDV JOS� DE ECHEGARAY
184192,EMPD CDV CARLOS SAINZ
184082,EMPD CDV PASAMONTE FEMENINO
184355,EMPD CDV PASAMONTE PROMESAS
178361,EL BARCO F.C
182345,ADC JOYFE 'B'
182422,ADC JOYFE 'A'
183348,AD SAN PASCUAL MONTPELLIER
182491,ARTURO SORIA
183098,CASA DE LA VIRGEN
183761,RECUERDO 6 AZUL
183478,HIGHLANDS EL ENCINAR C
183759,RECUERDO 5 ROJO
183762,RECUERDO 1�ESO
183060,C.D CARBALLO  JUVENIL B
180967,"SALESIANOS ATOCHA ""A"""
180848,DEHESA DE LA VILLA 
177897,SIN CAMBIOS F.C
179926,ANTIGUAS RECUERDO
179246,PIXELS F.C
177878,LAS MUUUCHACHAS FC
180088,ILUSTRACI�N C.F.
179791,GALACTIDCAS
179894,ATL�TICO LAS �GUILAS 
179925,RECUERDO FUTBOL SALA
179450,POR LOS PELOS
180039,GETA SORDAS
179894,ATL�TICO LAS �GUILAS
178156,TAJADAS
179026,RECREATIVO DE JUERGA DE IBIZA
182182,CDB SPORTING LAS �GUILAS
181575,MATER SALVATORIS
181309,MONTEALTO AZUL
181320,MARISTAS CHAMBER� 
181717,KENSINGTON SCHOOL
181701,MATER SALVATORIS
181729,EFBM FERNANDO MARTIN A
180332,FARMACIA F.C.
180114,INTERMITENTES
180253,MUPPETS
182824,CDB SPORTING LAS �GUILAS MERCADO DE LAS �GUILAS B
182979,CDE PINAR DE CARABANCHEL
182739,"EM ALUCHE FS ""Y"""
183438,ENRIQUETA AYMER SSCC B
183437,ENRIQUETA AYMER SSCC A
182728,"EM ALUCHE FS ""X"""
182743,"EM ALUCHE FS ""Z"""
183415,CEIP SAN ILDEFONSO DE MADRID
181856,CDR LA PALOMA B
182732,AV MANZANARES
183053,CDB SPORTING LAS �GUILAS MERCADO DE LAS �GUILAS A
183048,ALEV�N MIXTO TOM�S BRET�N
182963,ARCANGEL INTERNATIONAL SCHOOL
182810,"EM ALUCHE FS ""W"""
183105,CASVI BOADILLA
182798,"EM ALUCHE FS ""Y"""
182848,IES GRAN CAPIT�N
182229,CD ESCOLAPIAS CARABANCHEL
179863,ALDEANOVITA
180252,PAKETILLAS
180062,F.C ESTRELLAS AZULES A
178276,BREATHESPORT NEGRO
179712,ALIANZA LATINA
179273,JORDANAS
179061,WABI SABI
180390,PACHANGUITAS F.C.
182964,ARCANGEL INTERNATIONAL SCHOOL
181249,CASCO ANTIGUO SALESIANOS CARABANCHEL
181780,CDR LA PALOMA A
182152,CD ESCOLAPIAS CARABANCHEL
182914,CDE ESCOLAPIOS ALUCHE BLANCO
182717,AV MANZANARES
182754,"EM ALUCHE FS ""X"""
183104,CASVI BOADILLA
183538,INSTITUCION LA SALLE A
182206,SJGARCIA
179067,INTER DE VERMUT
179028,C.D.ARBOLEDA
179407,L'EQUIPIN
179083,FIFTY FIFTY
178748,CDE CASCO ANTIGUO CARABANCHEL
178286,CDR LA PALOMA
178200,LA RESISTENCIA FEMINAS F.S
177716,LAS �UTIS
178422,BREATHESPORT VERDE
178179,TROMPETAS
179495,COCHE DE PAYASOS
179100,LOS PISHITAS 
181490,EFBM FERNANDO MART�N A
182619,SALESIANOS ESTRECHO
181343,TUCUTUCU SINGER BASKET
181946,INFANTIL MASCULINO BLANCA DE CASTILLA
181763,YERMO I
181857,EFBM FERNANDO MARTIN B
184326,PARQUE EUGENIA MONTIJO B
184338,PARQUE EUGENIA MONTIJO
183041,SANTA MAR�A DEL PILAR
183349,CORAZONISTAS
183304,IES LARRA CADETE FEMENINO
183577,CDEV MARIA RODRIGO
183182,CD OROQUIETA ESPINILLO
183566,IES VALLECAS I
183572,I.E.S. ALAMEDA DE OSUNA
183598,BREWSTER BOBCATS
183573,I.E.S. ALAMEDA DE OSUNA
183215,CLUB VOLEIBOL ARANJUEZ
183185,�BACO
183576,CDEV MARIA RODRIGO
183785,CDB AVP JUVENIL ROSA
180754,CV GETAFE AZUL
183183,CD OROQUIETA ESPINILLO
183287,MEN�NDEZ PELAYO
181663,CVGETAFE VERDE
181481,CVGETAFE MORADO
183434,CV GETAFE AMARILLO
184374,AMPA PINAR DE SAN JOSE
183708,MATER PURISSIMA
178479,STARS SPORT OCHOA
179469,TDT
179543,AL- R�IATA FC
179638,BREATHESPORT
177689,E.F. VILLA DE MADRID RISING RAIMON A
178244,E.F. VILLA DE MADRID RISING RAIMON D
177801,KOMANDO F.C. 
178968,LA RAFAELA FC
181099,C.D.E. ATHLETIC JUNIOR
182839,A.D. MADRID SUR B
182859,A.D. MADRID SUR C
182935,CHAMARTIN FC
182494,STELLA MARIS
182699,A.D. MADRID SUR C
182533,SPARTA FC
182305,C.D.E. ATHLETIC JUNIOR B
182951,"CHAMARTIN FC ""B"""
182740,A.D. MADRID SUR D
182763,A.D. MADRID SUR E
181777,C.D.E. ATHLETIC JUNIOR
182455,"ESCUELA MUNICIPAL ""WILFRED"""
183724,MOVISTAR ESTUDIANTES PINTOR ROSALES 2017
182503,MOVISTAR ESTUDIANTES ALFREDO DI STEFANO NEGRO
183728,MOVISTAR ESTUDIANTES PINTOR ROSALES 2015
181376,"POVEDA ""B"""
182168,CLUB DEPORTIVO VILLAAMIL
178818,APV
178698,BEO2 CF
177895,MAMBA NEGRA
178916,F.C CARTUBAS
178253,GOLDEN BOYS F.C.
178117,PIOLINES
181349,C.D. DOSA
182261,IES MARQUES DE SUANZES
180676,C.D. DOSA
181611,C.D. DOSA
181072,CD ASTON FS A
181645,C.D. DOSA A
181595,ALVARO BAZAN AZUL - ASTON FS
183797,CORAZONISTAS BENJAMIN B
183798,CORAZONISTAS BENJAMIN C
182177,BLANCA DE CASTILLA
181896,EL PORVENIR A
181659,MARISTAS CHAMBER� ROSA
181952,EL PORVENIR B
182655,SAN CRISTOBAL
181574,DEHESA DE LA VILLA
181808,MARISTAS CHAMBER� PREBENJAM�N MARR�N
182244,PREBENJAMIN NARANJA MARISTAS CHAMBERI
181813,EL PORVENIR
183089,LICEO ITALIANO MADRID
181707,EL PORVENIR C
182446,MARISTAS CHAMBER�: BENJAMIN AZUL
182920,RUFINO BLANCO A
181461,EL PORVENIR A
181598,EL PORVENIR B
181631,VP MADRID AMARILLO
181415,JESUS Y MARIA. CDE EDUCACION Y DEPORTE
183993,VALEECAS I
181851,VOLEIBOL HISPANO USERA
181928,CLUB VOLEIBOL VALDEMORO OMEGA
180902,CV GETAFE NARANJA
180923,VP MADRID NEGRO
181476,C. D. CALDEIRO 
181266,CD UNION VB VERDE
180915,GETAFE AZUL
183810,STARS SPORT CELESTE
181197,IESADO
181098,CV GETAFE ROJO
181892,GSD LAS SUERTES
181491,CD CIUDAD DE LOS MUCHACHOS 
181844,CLUB VOLEIBOL VALDEMORO GAMMA
181862,STELLA MARIS
180942,SANTISIMO SACRAMENTO
181491,CD CIUDAD DE LOS MUCHACHOS
180942,SANTISIMO SACRAMENTO 
180870,CLUB VOLEIBOL VALDEMORO OMEGA
181714,CD UNION VB VERDE
180778,CDV VALLECAS
181129,C.V. GETAFE AMARILLO
181285,VOLEY PERALES CADETE FEMENINO VERDE
181322,VP MADRID NEGRO
181864,GSD LAS ARTES
181476,C. D. CALDEIRO
178896,STARS SPORT A
179855,CDE GETAFE MORADO
179505,ADC SAN FERM�N
178802,CDE AMET
179499,Uni�n Per�
180097,CROSSFIRE FEMENINO
179605,Club Atletico Defensor Lima 1931
180200,GRUPO KASSANDRA 
179887,GUERRERAS 
179854,CDE GETAFE ROSA
178353,ESPARTANAS
179143,CONTIGO PER� VOLEIBOL
179887,GUERRERAS
183093,VIRGEN DEL CERRO BENJAM�N B
182649,HCB LOYOLA A
183112,OE JUAN DE DIOS ROMAN A
182661,HCB LOYOLA B
183998,COLEGIO TORREVILANO
182641,HCB CIUDAD DE VALENCIA
182664,LICEO VERSALLES
182160,GSD LAS SUERTES B
182111,GSD LAS SUERTES A
182245,BENJAMIN ZAZUAR
184347,ALEVIN ZAZUAR 2
184353,OE JUAN DE DIOS ROMAN
184346,ALEVIN ZAZUAR 1
184348,COLEGIO TORREVILANO
184350,GSD LAS SUERTES B
183094,CEIP ANGEL NIETO ART&MA�AS B
184352,HCB LOYOLA B
184354,VIRGEN DEL CERRO ALEV�N A
182709,PREBENJAMIN ZAZUAR 1
183746,COLEGIO TORREVILANO A
180886,CD MARIO REYES LA PRESENTACI�N
182525,EL SIGLO FUTBOL CLUB
183111,OE JUAN DE DIOS ROMAN
182545,HCB LOYOLA B
183747,COLEGIO TORREVILANO B
181562,CD MARIO REYES LA PRESENTACI�N B
182247,GSD LAS SUERTES B
181819,LICEO VERSALLES
179078,PIQUER
179190,TERCER TIEMPO
179817,TORNADO
179890,CHIKIS
179299,LAS PANTERAS
179405,LAS CHAMPION
177760,FENIX
179333,ESTRELLA NEGRA - ONES
179840,AMV ALUMNI
181330,VALDELUZ D
181790,E F TEJAR B
182209,GSD LAS SUERTES A
184003,CD COLEGIO ALAMEDA DE OSUNA
180495,ESGOLAZO FC
180498,LOS TOBO CBF
180499,MUCHACHOS F.C.
180500,SH-68
180493,CRISTOBAL COLON FC
180491,AGIJONES FC
180492,BORRIQUITOS
180502,VALLECAS CELL-TICS
180494,EL ENCUENTRO F.C
180497,LA MANDARINA MEC�NICA
180496,FOCLIT
180501,TOLDOS PAV�N
177583,VERATOS F.C.
178382,COCA JUNIORS
178668,PESCADINHA FC
181880,EDM F.F. OCHOA �C�
181103,EDM F.F.OCHOA �A�
182775,ARENALES A
183271,CDE FC INCLUSIVE MENENDEZ PELAYO
182241,EDM F.F OCHOA A
182346,EDM F.F. OCHOA B
182432,EDM F.F. OCHOA C
184260,C.D.E PARQUE PRADOLONGO ROJO
182020,CUATRO VIENTOS F.C  B
178878,ROMANGANTES 
178578,THC FC
179158,TASMANIA F.C.
179320,SHERIFF DE ORCASITAS
179314,SAN BENITO MENNI
179052,UD. OCDFC. DB
179365,PE�ITAS FC
179339,INTER VILLAS
177850,INTER ARGAN C. F.
178715,FULL TERRIER
179191,CEAR CF
178498,FC OGS
179833,HELLMANN'S F.C.
179676,LATAM FC
179146,BIRRAS BRAVAS
178878,ROMANGANTES
178265,CD MAKO
178293,TERCIOS MADRILE�OS 
178486,E.F. VILLA DE MADRID RISING RAIMON C
179613,ESTRAMONIO FC
179437,LOS BAGRES F.C
178623,HOOKAH UNITED
179082,ILSIDISI
179385,LA MADRIGUERA
178495,GOZASUNA
178919,RAYO VAYACA�O
178293,TERCIOS MADRILE�OS
178419,"E.F. VILLA DE MADRID RISING RAIMON ""B"""
179409,AJARRAX DE MADRID 
177888,UNI�N CARABANCHEL
178365,PATONETA.
177744,RELAMIDAS
179562,TIKITNG FC
181915,LA DEHESA
182136,LA DEHESA
184275,BJC 
182328,AFA JOAQU�N COSTA D
182415,ALEV�N MIXTO BLANCA DE CASTILLA
182474,AMIDECU ALEV
182598,AFA JOAQU�N COSTA C
181122,TIRSO DE MOLINA
182002,AFA JOAQU�N COSTA A
182556,AFA JOAQU�N COSTA B
182912,CLUB DEPORTIVO ELEMENTAL LAS TABLAS
184275,BJC
184057,CEIP MIGUEL DE UNAMUNO
181389,AFA JOAQU�N COSTA A
181733,HA BASKET 
182458,CLUB DEPORTIVO NSA
182555,AMIDECU BENJ
181821,AFA JOAQU�N COSTA B
184006,LOURDES FUHEM
181513,BALONCESTO PROVIDENCIA
181431,TIRSO DE MOLINA
178766,AGZ L�OL�O
177543,AWESOMES
178936,BJC
177614,MS GLOBERFLOWERS
177729,RETALES DE LOS METALES
177547,SIH
177557,UN DOMINGO CUALQUIERA
178375,FANEGGAS
177959,GMADRID LORCA
178065,UBUNTU 
178470,ARABESCOS
177940,GMADRID MAGNO 
182423,CIUDAD DE C�RDOBA
182242,SANTA MAR�A LA BLANCA B
183376,ALAR� B
183845,SANTAMARCA / RANDORI SPORT / GRUPO INDIGO
182690,ALAR� C
182438,ASOCIACI�N ALACR�N 1997
181450,ASTON F.S. A
182389,ZARAGOZA ALAR� A
183409,SAN PEDRO B
182256,CD NORTE
182927,SANTO �NGEL ARENALES 
182256,CD NORTE 
182669,MARGARET THATCHER ALAR� A
182605,GUADALAJARA ALAR� A
181033,GGOYA TEAM HISPANIDAD B
182536,JUAN DE VALD�S A
179642,CANCHESTER UNITED 
179787,CONTRIBUYENTES FC
178335,ESFINTER DE MILAN
178466,BAYER LEFAEXPULSEN 
178861,LOS GALACTICOS
179713,MAULAS DE TENOXTITAN
179565,NUITINGAM FOREST
180294,RU JOS� P�REZ DE VARGAS A
179609,KOKA JUNIORS
179528,HERMONOS
179457,BROOKLYN NERDS FC
178059,NUEVO ZEUS
179005,PU�AL DE HORTALEZA
178883,SPORTING VICALVARO
178961,VALLECAS UNITED
178785,NOTTINGHAM PRISA FC
178062,DTAPEO VK.FC
178444,LA ROJA NO MOJA FC
178793,NEX CLIMA CIERVOFLUSKI JUNIOR FC
177937,NO TAN MATTHAUS
178003,VIBE EL CA�AVERAL B
177722,VIBE EL CA�AVERAL A
177868,EMIRATES
177582,EL CUARTEL CF
180104,SIN T�CTICA F.C
177766,SHALKETEMETO
177626,FUSION 7
177928,SUPERBEBIENTES
177765,MAD SKY
178863,ACCEPT
177949,LAURELES C.F
177549,MAMBO FC
177936,LA BOLARACHA
178521,LOS 7 DE JL
177642,Ozone FC
178530,GATUNOS FC
180716,VALVERDE A
179680,BDE
179198,MAD BULLS GIRLS
178859,POINT VOLEY CLUB
177764,SEK CIUDALCAMPO
178385,TAKATASIS
179945,GMS THETA
177684,C.H.A
178285,CHV1995 JUNIOR
180325,EDUCA & PLAY
179946,GMS GAMMA
179220,BDV SUPERSONICAS
179691,CHICAS DE ORO
178555,SAKONIA
178297,ABV BOADILLA A
177703,ABV BOADILLA B
180336,ORVALLE ALUMNI
179744,ESTUDIO AMARILLO
179525,JUANAS LAS LOCAS
177876,MARCELO CARAMELO
184136,CV MAJADAHONDA
177594,CHV1995 NEGRO
181724,CHV1995 NEGRO
182444,COLEGIO LOS OLMOS
181998,FUHEM MONTSERRAT B
182594,CEIP GANDHI
181786,ESCUELA C.B. MORATALAZ
184221,CEIP RAM�N P�REZ DE AYALA
181815,CD RETIRO AS  A
181609,NAIF
181029,DRAGONES DE LAVAPI�S B
183018,RUNNYMEDE
178108,"RACING CAT�LICOS EN ACCI�N ""B"""
178543,CSKRAAL
178474,LA PE�A DE LOS MARTES
180894,PADRE MANYANET AZUL
180650,PADRE MANYANET VERDE
182785,ARENALES
182758,ARENALES B
182753,ARENALES A
182652,�BACO VOLEIBOL
181520,VP MADRID NEGRO
181630,IRLANDESAS MADRID MIXTO MORADO
183368,STARS SPORT ROYAL
181169,DOTA AMIDECU CAD VERDE
181427,VP MADRID AMARILLO
181823,SEK NARANJA
181325,N� SRA. DELICIAS
183367,STARS SPORT BLANCO
182306,C.D. �BACO
182159,VIRGEN DE ATOCHA
181697,CD ESCOLAPIAS CARABANCHEL
182009,MANZANARES VOLEY NARANJA
182075,VALVERDE LAS TABLAS
183136,COLEGIO ORVALLE
183140,COLEGIO ORVALLE
181791,KENSINGTON SCHOOL
181319,VALVERDE LAS TABLAS BLANCO
181897,MONTEALTO
180880,EDUCA&PLAY
183454,BERNADETTE
181642,VALVERDE LAS TABLAS
180805,MONTEALTO BLANCO 
183948,MENESIANO
184009,AGUSTINOS MADRID B
184010,AGUSTINOS MADRID A
181351,"HIGHLANDS EL ENCINAR ""B"""
181220,"HIGHLANDS EL ENCINAR ""A"""
182629,ASOCIACI�N ALACR�N 1997
180835,CEU SAN PABLO SANCHINARRO A
181543,ESCUELA HORTALEZA A
181680,F .S. TIGRES
180620,ARQUITECTO GAUDI DINAMICA
180659,PICASSO
181849,RAMIRO DE MAEZTU
182366,RUNNYMEDE B
181687,ALFREDO DI STEFANO
180618,ISM DINAMICA A
180656,PICASSO
181123,LA MERCED
180818,RAMIRO DE MAEZTU A
180714,"HIGHLANDS EL ENCINAR ""A"""
180971,EF CHA A
180947,"HIGHLANDS EL ENCINAR ""B"""
182211,KING'S COLLEGE B
181201,KING'S COLLEGE A
181158,E.F HORTALEZA A
178982,VERGUDO FC
177753,Internacional de Madrid CF
177922,LES HULIOS FS
177562,RB F.C.
178501,MYRMIDONS FUTSAL
178242,ROCHAM
178072,DEPORTIVO CHAMBER�
182953,COLEGIO SANTO �NGEL ARENALES
182343,ARTURO SORIA 'BLANCO'
181458,CD MADRID FSM
181693,CUATRO VIENTOS F.C  A
181045,VOLEIBOL HISPANO USERA
181499,SANTA MARIA LA BLANCA B
178403,SPORTIUM DE GIJ�N 
177699,TJDS FC
179520,ONLYFRIENDS
179228,FARDOS FC
